ID_Estudiante,Facultad,Programa,Año_Ingreso,Estado,Promedio,Asistencia,Indicadores_Adicionales
847,Ingeniería,Ingeniería Civil,2010,Egresado,5.31,63.9,Beca: Sí; Sin participación registrada
4,Salud,Nutrición,2017,Retirado,2.98,88.42,Beca: Sí; Sin participación registrada
1287,Ciencias Sociales,Trabajo Social,2018,,8.65,64.59,Beca: Sí; Participa en actividades extracurriculares
1223,,Nutrición,2016,Activo,4.78,72.62,Beca: Sí; Sin participación registrada
468,Ciencias Sociales,Trabajo Social,,Egresado,2.63,93.12,Beca: Sí; Sin participación registrada
322,Economía,Contaduría,2015,Egresado ,9.43,88.32,Beca: Sí; Participa en actividades extracurriculares
6,Economía,Administración de Empresas,2017,Retirado,1.1,84.09,Beca: No; Participa en actividades extracurriculares
223,Humanidades,Historia,2021,Activo,2.61,60.93,Beca: No; Participa en actividades extracurriculares
1375,Economía,Economía,2017-2020,Retirado,N/A,51.76,Beca: No; Sin participación registrada
548,Artes,Diseño,2022,Activo,9.63,78.27,Beca: No; Sin participación registrada
229,Artes,Diseño,2022,Egresado,5.39,94.48,Beca: No; Participa en actividades extracurriculares
40,Salud,Medicina,2012,Retirado,3.5,71.79,Beca: No; Sin participación registrada
543,Salud,Enfermería,2016,Activo,1.14,97.55,Beca: Sí; Participa en actividades extracurriculares
243,Salud,Nutrición,2020,Retirado,3.3,80.3,Beca: Sí; Sin participación registrada
899,,Enfermería,2011-2020,Egresado,6.77,52.95,Beca: Sí; Participa en actividades extracurriculares
1134,Economía,Contaduría,2010,Egresado,1.44,52.59,Beca: Sí; Participa en actividades extracurriculares
1449,,Ingeniería Ambiental,2011,Activo,6.16,91.61,Beca: No; Participa en actividades extracurriculares
1869,Economía,Administración de Empresas,2016,Retirdo,2.49,78.86,Beca: No; Sin participación registrada
843,Ingeniería,Ingeniería Civil,2011,Activo,N/A,,Beca: No; Sin participación registrada
1419,Humanidades,Filosofía,2020,Activo,5.4,85.28,Beca: No; Sin participación registrada
1654,Ciencias Sociales,Sociología,2016,Retirado,3.18,84.0,
905,Salud,Medicina,2021,Egresado,5.04,64.48,Beca: Sí; Participa en actividades extracurriculares
662,Ciencias Sociales,Trabajo Social,2014,Activo,4.72,95.05,Beca: No; Sin participación registrada
1211,Economía,Economía,2013,Activo,11.455728242166158,55.56,Beca: No; Participa en actividades extracurriculares
315,Artes,Música,2012,Retirado,5.8,51.25,Beca: No; Sin participación registrada
692,Humanidades,Historia,2017,Retirado,3.56,,Beca: Sí; Participa en actividades extracurriculares
1504,Economía,Economía,2020,Retirado,1.29,106.58093646251396,Beca: No; Sin participación registrada
425,Economía,Administración de Empresas,2022,Retirado,6.71,,Beca: No; Sin participación registrada
595,Economía,Economía,2019,Egresado,5.85,84.71,
1964,Economía,Administración de Empresas,2013,Activo,3.0,72.76,Beca: No; Sin participación registrada
623,Salud,Nutrición,2018,Retirado,8.39,94.66,
1171,Ingeniería,Ingeniería de Software,2021,Retirado,,77.0,
1023,Artes,Diseño,2013,Egresado,2.34,77.92,Beca: No; Sin participación registrada
228,Ingeniería,Ingeniería Ambiental,,Egresado,6.67,66.73,Beca: No; Sin participación registrada
1118,Artes,Artes Plásticas,2019,Activo,1.26,64.48,Beca: Sí; Sin participación registrada
1332,Salud,Enfermería,2014,Egresado,7.16,97.05,Beca: No; Sin participación registrada
1316,Ingeniería,Ingeniería Civil,2018,Activo,4.75,80.63,Beca: No; Participa en actividades extracurriculares
67,Artes,Música,2011,Retirado,3.47,75.37,Beca: No; Sin participación registrada
25,Economía,Economía,2017,Activo,3.5,74.23,Beca: Sí; Sin participación registrada
145,Ingeniería,Ingeniería Ambiental,2014,Egresado,6.19,72.76,Beca: No; Sin participación registrada
537,Ingeniería,Ingeniería Ambiental,2021,Retirado,2.24,94.86,Beca: No; Participa en actividades extracurriculares
812,Economía,Contaduría,2020,Activo,8.51,93.91,Beca: No; Sin participación registrada
1467,Ciencias Sociales,Sociología,2018,,6.65,77.93,Beca: No; Participa en actividades extracurriculares
86,Ciencias Sociales,Sociología,2021,Retirado,8.61,81.75,Beca: No; Participa en actividades extracurriculares
1661,Economía,Contaduría,2012,Activo,3.07,88.68,Beca: Sí; Participa en actividades extracurriculares
1646,,Medicina,2021,Retirado,3.73,72.67,Beca: Sí; Sin participación registrada
1805,Ciencias Sociales,Sociología,2016,Egresado,4.06,66.1,Beca: No; Participa en actividades extracurriculares
1818,Ingeniería,Ingeniería Civil,2022,Egresado,6.86,61.01,Beca: Sí; Sin participación registrada
1577,Humanidades,Literatura,2013,Egresado,6.15,61.39,Beca: No; Sin participación registrada
1145,Ingeniería,Ingeniería Civil,2012,actvo,9.92,80.84,Beca: Sí; Sin participación registrada
363,Ciencias Sociales,Trabajo Social,2017,Egresado,2.81,91.69,Beca: Sí; Participa en actividades extracurriculares
1612,Economía,Contaduría,2011,actvo,8.13,64.72,Beca: No; Sin participación registrada
1866,Ciencias Sociales,Trabajo Social,2015,Egresado,7.38,86.42,Beca: Sí; Sin participación registrada
1027,Artes,Música,2022,Egresado,2.5,98.22,Beca: No; Participa en actividades extracurriculares
1031,Humanidades,Filosofía,,Retirado,2.14,99.96,Beca: No; Sin participación registrada
1304,Economía,Contaduría,2017,Egresado,7.56,76.03,Beca: Sí; Sin participación registrada
1356,Economía,Economía,2019,Activo,7.57,90.39,Beca: Sí; Sin participación registrada
1731,Salud,Medicina,2010,Egresado,7.63,60.2,Beca: No; Participa en actividades extracurriculares
666,Ciencias Sociales,Trabajo Social,2018,Retirado,1.51,70.5,Beca: No; Sin participación registrada
365,Economía,Economía,2021,Egresado,5.57,84.25,Beca: No; Sin participación registrada
78,Ingeniería,Ingeniería Ambiental,,Retirado,,90.57,Beca: Sí; Sin participación registrada
28,Ingeniería,Ingeniería de Software,2017,,2.9,88.06,Beca: No; Sin participación registrada
1437,Economía,,2011,Egresado,,66.37,Beca: No; Participa en actividades extracurriculares
526,Salud,Nutrición,2020,Egresado,1.19,87.23,Beca: Sí; Sin participación registrada
1835,Salud,Nutrición,2012-2020,Activo,10.860443069746342,98.82,Beca: No; Sin participación registrada
56,Ciencias Sociales,Sociología,2022,Retirado,2.19,89.42,Beca: No; Participa en actividades extracurriculares
639,Ciencias Sociales,Trabajo Social,2011,Retirado,1.63,95.53,Beca: No; Participa en actividades extracurriculares
303,Economía,Administración de Empresas,2022,Egresado,N/A,51.45,Beca: No; Participa en actividades extracurriculares
719,Humanidades,Filosofía,2016,Retirado,6.04,79.97,Beca: No; Participa en actividades extracurriculares
625,Artes,Artes Plásticas,2017,Activo,4.42,54.64,Beca: Sí; Sin participación registrada
8,Ciencias Sociales,Trabajo Social,2011,Activo,5.79,82.99,Beca: No; Participa en actividades extracurriculares
804,Humanidades,Historia,2016,Egresado,1.66,50.75,Beca: No; Sin participación registrada
1050,Humanidades,Historia,2012,Activo,4.61,87.2,Beca: No; Participa en actividades extracurriculares
337,Humanidades,Filosofía,2019-2020,Activo,9.62,78.91,Beca: No; Participa en actividades extracurriculares
48,Economía,Contaduría,2017,Egresado,1.08,95.06,Beca: No; Participa en actividades extracurriculares
1764,Ciencias Sociales,Trabajo Social,2011,Retirado,4.96,96.03,Beca: No; Sin participación registrada
107,Salud,Medicina,2020,Activo,1.4,76.99,Beca: No; Sin participación registrada
350,Ingeniería,Ingeniería Ambiental,2013,Activo,7.16,50.52,Beca: Sí; Participa en actividades extracurriculares
1080,Salud,Medicina,2015,Activo,2.63,85.15,Beca: Sí; Participa en actividades extracurriculares
239,Economía,Economía,2010-2020,Retirado,6.37,54.47,Beca: Sí; Participa en actividades extracurriculares
214,Economía,Contaduría,2013,,2.82,75.22,Beca: No; Participa en actividades extracurriculares
1776,Humanidades,Historia,2022,Activo,1.11,83.46,Beca: Sí; Sin participación registrada
1139,Economía,Economía,2020,Egresado,4.65,67.67,Beca: No; Participa en actividades extracurriculares
794,Salud,Enfermería,2014,Egresado,4.09,-8.746357114548307,Beca: Sí; Sin participación registrada
1587,Salud,Nutrición,2011,Retirado,,76.06,Beca: Sí; Participa en actividades extracurriculares
1583,Ingeniería,Ingeniería de Software,2018,,4.98,96.12,Beca: No; Participa en actividades extracurriculares
1672,Ciencias Sociales,Trabajo Social,2010,Egresado,3.54,65.98,Beca: Sí; Sin participación registrada
524,Salud,Enfermería,2010,Retirado,7.65,60.25,Beca: Sí; Sin participación registrada
233,,Contaduría,2018,Egresado,3.04,65.39,Beca: No; Participa en actividades extracurriculares
645,Artes,Artes Plásticas,2014,Retirado,4.65,81.97,Beca: No; Participa en actividades extracurriculares
1508,Ingeniería,Ingeniería de Software,2022,Egresado,7.61,72.21,Beca: Sí; Participa en actividades extracurriculares
534,Humanidades,Historia,,Retirado,4.59,84.88,Beca: Sí; Sin participación registrada
1942,Ciencias Sociales,Sociología,2021-2020,Activo,1.88,75.23,Beca: No; Sin participación registrada
604,Ingeniería,Ingeniería Ambiental,2021,Retirado,6.82,51.19,Beca: No; Sin participación registrada
1330,Ciencias Sociales,Psicología,2014,Retirado,5.58,87.36,Beca: No; Participa en actividades extracurriculares
1075,Salud,Enfermería,2010,Egresado,7.78,51.09,Beca: Sí; Participa en actividades extracurriculares
1305,Ingeniería,Ingeniería Ambiental,2016,Egresado,7.64,76.73,Beca: Sí; Sin participación registrada
61,Salud,,2020,Retirado,8.47,59.02,Beca: No; Participa en actividades extracurriculares
1264,Humanidades,Literatura,2019,Retirado,6.59,96.17,Beca: No; Sin participación registrada
93,Economía,Contaduría,2021,Retirado,,79.18,Beca: Sí; Sin participación registrada
667,Economía,Contaduría,2013,Activo,1.67,95.54,Beca: No; Sin participación registrada
281,,Trabajo Social,2014,Retirado,9.49,99.13,Beca: No; Participa en actividades extracurriculares
1114,Salud,Nutrición,2015,,5.49,63.82,Beca: No; Sin participación registrada
360,Economía,Economía,2016,Egresado ,3.68,72.75,Beca: No; Sin participación registrada
1129,Ciencias Sociales,Sociología,2015,Activo,9.39,73.42,Beca: Sí; Participa en actividades extracurriculares
1170,Economía,Economía,2018,Egresado,4.99,51.14,Beca: Sí; Participa en actividades extracurriculares
848,Salud,,2011,,2.43,81.59,Beca: Sí; Sin participación registrada
1522,Humanidades,Historia,2018,Egresado,,75.29,Beca: No; Sin participación registrada
111,Ingeniería,Ingeniería de Software,2017,Retirado,2.84,77.6,Beca: No; Participa en actividades extracurriculares
43,Salud,Nutrición,2017,Activo,2.3,79.97,
126,Salud,Nutrición,2017,Egresado,6.3,67.25,Beca: Sí; Participa en actividades extracurriculares
205,Ingeniería,Ingeniería Civil,2019,Retirado,5.95,53.37,Beca: Sí; Sin participación registrada
53,Artes,Música,2014,Activo,9.52,74.63,Beca: Sí; Sin participación registrada
546,Artes,Artes Plásticas,2015,Retirado,5.6,66.29,Beca: No; Sin participación registrada
69,Salud,Nutrición,2015,Egresado,4.05,89.46,Beca: No; Participa en actividades extracurriculares
1741,Economía,Contaduría,2013,Activo,3.52,109.6849175011964,Beca: No; Sin participación registrada
1548,Salud,Enfermería,2010,Egresado,1.04,87.46,Beca: Sí; Sin participación registrada
184,Ingeniería,Ingeniería Ambiental,2020,Retirado,8.66,50.48,Beca: Sí; Sin participación registrada
138,Artes,,2022,Retirado,1.86,53.9,Beca: No; Sin participación registrada
900,Artes,,2013,Egresado,6.13,51.64,Beca: Sí; Sin participación registrada
797,Ingeniería,Ingeniería Ambiental,2012,Activo,8.63,78.07,Beca: No; Sin participación registrada
133,Humanidades,Historia,2011,Activo,7.64,93.05,Beca: No; Sin participación registrada
81,Economía,Administración de Empresas,2022,Activo,4.66,87.49,Beca: Sí; Participa en actividades extracurriculares
1987,Salud,Medicina,2022,Activo,9.38,65.62,Beca: Sí; Sin participación registrada
1541,Economía,Administración de Empresas,2021,,2.38,82.65,Beca: Sí; Participa en actividades extracurriculares
542,Salud,Medicina,2015,Retirado,4.85,86.77,Beca: Sí; Participa en actividades extracurriculares
1669,Economía,Economía,2012,actvo,2.14,89.99,Beca: Sí; Sin participación registrada
984,Economía,Economía,2011,Retirado,7.99,-9.330529669606335,Beca: Sí; Participa en actividades extracurriculares
166,Salud,Nutrición,2019,Egresado,9.86,90.42,Beca: Sí; Sin participación registrada
249,Economía,Administración de Empresas,2011,Activo,8.65,81.69,Beca: No; Participa en actividades extracurriculares
447,Ciencias Sociales,Sociología,2014,Retirado,7.43,82.39,Beca: No; Participa en actividades extracurriculares
1515,Artes,Diseño,2016,Retirado,2.0,92.07,Beca: No; Sin participación registrada
859,Salud,Nutrición,2018,Retirado,2.32,98.8,Beca: No; Sin participación registrada
1212,Humanidades,Historia,2016,Egresado,2.67,,Beca: No; Participa en actividades extracurriculares
98,,Contaduría,2014,Retirado,7.92,,Beca: No; Sin participación registrada
1974,Ingeniería,Ingeniería Ambiental,2016,Retirado,11.936088396562436,51.67,Beca: No; Sin participación registrada
738,Ciencias Sociales,,,Retirado,2.3,59.82,Beca: No; Participa en actividades extracurriculares
1256,,Administración de Empresas,2016,Retirado,7.13,61.73,Beca: Sí; Participa en actividades extracurriculares
103,Ingeniería,Ingeniería de Software,2018,Activo,2.35,76.02,Beca: Sí; Participa en actividades extracurriculares
435,Artes,Diseño,2022,Activo,7.9,82.2,Beca: No; Sin participación registrada
75,Artes,,2012,Egresado,5.25,87.94,Beca: No; Sin participación registrada
1792,Economía,Contaduría,2019,Egresado,7.55,,Beca: No; Sin participación registrada
1235,Artes,Artes Plásticas,2015,Activo,5.84,57.43,Beca: Sí; Sin participación registrada
919,Salud,Nutrición,2010-2020,Egresado,5.31,84.97,Beca: No; Participa en actividades extracurriculares
1712,Ciencias Sociales,Sociología,2016,Egresado,8.08,98.03,Beca: Sí; Sin participación registrada
1671,Artes,Música,2010,Activo,9.61,98.57,Beca: Sí; Sin participación registrada
1621,Ingeniería,Ingeniería Ambiental,2019,Egresado,8.33,,Beca: No; Sin participación registrada
763,Artes,Diseño,2011,Activo,7.56,86.89,Beca: No; Sin participación registrada
990,Ciencias Sociales,,2018,,7.6,76.66,Beca: No; Participa en actividades extracurriculares
389,Economía,Administración de Empresas,2017-2020,Retirado,1.06,81.92,Beca: Sí; Participa en actividades extracurriculares
236,Ingeniería,Ingeniería Ambiental,2021,Activo,2.36,67.1,Beca: No; Sin participación registrada
1507,Salud,Medicina,2016,Activo,3.88,54.42,Beca: No; Participa en actividades extracurriculares
268,Artes,Música,2015,Retirado,4.18,,
1188,Artes,Diseño,2020,Retirado,2.34,,
118,Humanidades,Filosofía,2012,Retirado,5.51,,Beca: No; Sin participación registrada
1607,Humanidades,Filosofía,2016,Retirado,5.7,59.77,Beca: No; Sin participación registrada
674,Artes,Artes Plásticas,2020,Egresado,1.35,73.64,
250,Economía,Contaduría,2011,Egresado,2.33,73.79,Beca: No; Sin participación registrada
1453,,Ingeniería Ambiental,2013,Activo,9.05,80.45,Beca: No; Participa en actividades extracurriculares
1995,Humanidades,Filosofía,2020,Retirado,,62.3,Beca: No; Sin participación registrada
95,Artes,Diseño,2021,Egresado,3.22,61.24,Beca: No; Participa en actividades extracurriculares
34,Artes,Diseño,2021,Egresado,2.09,55.98,Beca: No; Sin participación registrada
1464,Artes,Diseño,2016,Egresado,,98.33,Beca: No; Participa en actividades extracurriculares
1668,Ingeniería,Ingeniería de Software,2021,Retirado,2.99,50.54,Beca: No; Sin participación registrada
449,Economía,Economía,2021,Egresado,6.47,58.54,Beca: No; Participa en actividades extracurriculares
717,Humanidades,Historia,2016,Egresado,10.980731369338542,109.37701983275369,Beca: No; Sin participación registrada
1810,Economía,Administración de Empresas,2010,Activo,6.0,99.26,Beca: No; Participa en actividades extracurriculares
1518,Ciencias Sociales,Trabajo Social,2018,Egresado,2.67,76.98,Beca: No; Sin participación registrada
1,Ingeniería,,2013,Activo,9.03,71.1,Beca: Sí; Participa en actividades extracurriculares
1376,Economía,Contaduría,2021,Retirado,3.13,89.57,Beca: No; Sin participación registrada
1102,Artes,Artes Plásticas,2016,Egresado,N/A,88.13,Beca: No; Participa en actividades extracurriculares
1109,Ingeniería,Ingeniería de Software,,Retirado,9.69,59.19,Beca: No; Sin participación registrada
1227,Ciencias Sociales,Trabajo Social,2010,Activo,4.53,84.51,Beca: No; Sin participación registrada
83,Ciencias Sociales,Trabajo Social,2017,Activo,5.07,72.26,Beca: Sí; Sin participación registrada
1289,Salud,,2022,Activo,8.7,79.26,Beca: No; Sin participación registrada
677,,Música,2015,Activo,9.34,-4.837126574122091,Beca: No; Participa en actividades extracurriculares
1921,Ciencias Sociales,Sociología,2014,Activo,7.15,57.43,Beca: No; Sin participación registrada
1047,Ciencias Sociales,Psicología,2021,Retirado,5.93,57.54,
771,Economía,Contaduría,2019,Egresado,5.25,,Beca: Sí; Participa en actividades extracurriculares
1947,Artes,Música,2017,Egresado,8.14,87.5,Beca: No; Sin participación registrada
1281,Ingeniería,Ingeniería Ambiental,2013,Activo,6.37,84.33,Beca: No; Sin participación registrada
1581,Economía,Administración de Empresas,2022,,N/A,64.63,Beca: No; Sin participación registrada
1489,Ingeniería,Ingeniería Ambiental,2014,Egresado,3.39,68.02,Beca: Sí; Sin participación registrada
405,Humanidades,,2012,Retirado,9.21,108.40077970266113,Beca: No; Sin participación registrada
1728,Ciencias Sociales,Trabajo Social,2022,Retirado,7.67,78.67,Beca: Sí; Sin participación registrada
1299,Economía,Contaduría,2010,Egresado,1.89,92.6,Beca: No; Participa en actividades extracurriculares
1341,Economía,Administración de Empresas,2017,Activo,9.72,53.82,Beca: No; Participa en actividades extracurriculares
105,Artes,Diseño,2015,Egresado,9.25,54.01,Beca: No; Sin participación registrada
689,Humanidades,Literatura,2016,Retirado,5.76,95.02,Beca: No; Sin participación registrada
1306,Ciencias Sociales,Sociología,2013,Activo,9.83,67.62,Beca: No; Sin participación registrada
827,Artes,Diseño,2018,Retirado,7.82,103.1150894358927,Beca: No; Sin participación registrada
63,Salud,Medicina,2011,Retirado,5.74,61.03,Beca: No; Participa en actividades extracurriculares
853,Ciencias Sociales,Trabajo Social,2022,Egresado,,71.84,Beca: Sí; Participa en actividades extracurriculares
1354,Ingeniería,Ingeniería de Software,,Egresado,6.3,72.36,Beca: No; Sin participación registrada
224,Ciencias Sociales,Trabajo Social,2022,Activo,6.97,88.21,Beca: No; Participa en actividades extracurriculares
146,Ingeniería,Ingeniería Civil,2017,Activo,9.64,107.42618721474702,Beca: Sí; Participa en actividades extracurriculares
1089,Salud,Medicina,2022,,2.44,54.68,Beca: No; Participa en actividades extracurriculares
374,Ingeniería,Ingeniería Ambiental,2018,Activo,9.47,78.62,Beca: Sí; Participa en actividades extracurriculares
1421,Salud,Enfermería,2013,Activo,8.18,94.6,Beca: Sí; Sin participación registrada
1143,Ciencias Sociales,Sociología,2011,Activo,11.039821055894569,59.48,Beca: No; Sin participación registrada
1827,,Ingeniería Civil,2011,Activo,6.97,91.92,Beca: Sí; Participa en actividades extracurriculares
1495,Ciencias Sociales,Sociología,2010,Retirado,2.31,73.17,Beca: No; Participa en actividades extracurriculares
1602,,Economía,2021,Egresado,2.61,57.57,Beca: No; Participa en actividades extracurriculares
1271,Economía,Contaduría,2019,Activo,9.54,69.82,Beca: No; Sin participación registrada
10,Ciencias Sociales,Trabajo Social,2019,Activo,8.27,54.85,Beca: No; Sin participación registrada
450,Ingeniería,Ingeniería de Software,2012,Activo,7.62,86.27,Beca: No; Sin participación registrada
709,Ingeniería,Ingeniería de Software,2010,Egresado,11.550947254228564,88.49,Beca: No; Sin participación registrada
256,Ingeniería,Ingeniería de Software,2013,Egresado,1.79,98.03,Beca: No; Sin participación registrada
883,Artes,Artes Plásticas,2021,Egresado,3.58,92.13,Beca: No; Participa en actividades extracurriculares
390,Artes,Artes Plásticas,2019,,3.47,51.16,Beca: No; Sin participación registrada
909,Ciencias Sociales,,2018,Egresado ,6.31,51.4,Beca: Sí; Sin participación registrada
925,Ingeniería,Ingeniería Ambiental,2018,Egresado,4.32,92.07,Beca: No; Sin participación registrada
1704,Ciencias Sociales,Trabajo Social,2020,Retirado,7.35,85.42,Beca: No; Participa en actividades extracurriculares
1233,Artes,Música,2010,Activo,6.62,62.3,Beca: No; Participa en actividades extracurriculares
461,Economía,Economía,2017,Egresado,7.02,88.52,Beca: Sí; Participa en actividades extracurriculares
1270,Economía,Administración de Empresas,2017,Activo,2.69,97.98,Beca: No; Participa en actividades extracurriculares
1760,Humanidades,Filosofía,2018,Retirado,8.43,61.92,
1169,Economía,Administración de Empresas,2019,Retirado,7.17,87.45,Beca: No; Participa en actividades extracurriculares
959,Humanidades,Filosofía,2018,Egresado,6.24,91.98,Beca: No; Sin participación registrada
502,Salud,Enfermería,2013,Egresado,5.02,63.58,Beca: No; Participa en actividades extracurriculares
740,Economía,Administración de Empresas,2018,Retirado,6.98,83.39,Beca: No; Sin participación registrada
1850,Artes,Diseño,2018-2020,Egresado,4.49,57.5,Beca: Sí; Sin participación registrada
869,Salud,Nutrición,2018-2020,Retirado,N/A,53.98,Beca: Sí; Sin participación registrada
732,Economía,Economía,2017,Activo,,89.16,Beca: No; Sin participación registrada
540,Ingeniería,Ingeniería Civil,2018,,2.1,89.4,Beca: Sí; Participa en actividades extracurriculares
1836,Ciencias Sociales,Psicología,2019,Activo,9.81,59.82,Beca: No; Sin participación registrada
698,,,2019,Egresado,6.83,94.51,Beca: No; Participa en actividades extracurriculares
1393,Artes,Música,2010,Activo,9.48,85.72,
1377,Salud,Nutrición,2017,Activo,5.84,54.27,Beca: Sí; Sin participación registrada
1146,Ingeniería,Ingeniería de Software,2015,Egresado,7.21,69.45,
1032,Ingeniería,Ingeniería de Software,2014-2020,Retirado,4.93,-6.36702469630893,Beca: No; Sin participación registrada
373,,Diseño,2012,Retirado,1.84,76.07,Beca: No; Participa en actividades extracurriculares
668,Economía,Administración de Empresas,2012,Egresado,,98.15,Beca: No; Participa en actividades extracurriculares
1526,Economía,Contaduría,2014,Retirado,5.75,99.32,Beca: No; Sin participación registrada
358,Economía,Economía,2022,Activo,4.83,-6.924296373431041,Beca: No; Sin participación registrada
968,Economía,Contaduría,2018,Activo,3.85,108.03747002179051,Beca: No; Sin participación registrada
784,Artes,Artes Plásticas,2012,,5.97,-5.772076975723129,Beca: No; Sin participación registrada
736,Artes,Música,,Retirado,1.36,92.36,Beca: Sí; Participa en actividades extracurriculares
1036,Artes,Música,2011,Retirado,10.0,52.03,Beca: Sí; Sin participación registrada
971,Artes,Música,2018,Activo,N/A,68.78,Beca: No; Participa en actividades extracurriculares
1525,Humanidades,Filosofía,2016,Retirado,7.16,89.79,Beca: No; Sin participación registrada
1487,Salud,Enfermería,2018,Activo,3.02,98.1,Beca: No; Sin participación registrada
1524,Humanidades,Literatura,2013,Activo,2.99,91.25,Beca: Sí; Participa en actividades extracurriculares
1491,Ingeniería,Ingeniería Ambiental,2015,Egresado,1.46,60.61,Beca: No; Participa en actividades extracurriculares
1643,,Medicina,2022,Egresado,2.14,65.05,Beca: No; Sin participación registrada
1253,Ingeniería,Ingeniería de Software,2017,Retirado,6.75,61.19,Beca: No; Sin participación registrada
1694,Humanidades,Filosofía,2014,Activo,,67.08,Beca: Sí; Participa en actividades extracurriculares
1750,Ciencias Sociales,,2018-2020,Egresado,4.15,,Beca: No; Sin participación registrada
1237,Ciencias Sociales,Trabajo Social,2014,Egresado,8.89,68.44,Beca: No; Sin participación registrada
886,Salud,Nutrición,2021,Egresado,2.83,61.32,
80,Salud,Enfermería,2021,Egresado,8.4,,Beca: Sí; Sin participación registrada
1173,Ingeniería,Ingeniería Civil,2010,Egresado,6.53,89.15,Beca: No; Sin participación registrada
815,Artes,Artes Plásticas,2020,Retirado,9.93,82.98,Beca: Sí; Participa en actividades extracurriculares
1286,Ciencias Sociales,Trabajo Social,2011,Egresado,3.8,-7.030628744587808,Beca: No; Participa en actividades extracurriculares
672,Humanidades,Literatura,2019,Retirado,7.09,54.29,Beca: Sí; Sin participación registrada
1532,Ciencias Sociales,Trabajo Social,2015,Activo,9.05,82.26,Beca: No; Sin participación registrada
58,Artes,Diseño,2015,Retirado,5.08,54.96,Beca: No; Sin participación registrada
134,Artes,Música,2014,Retirado,7.11,98.14,Beca: No; Sin participación registrada
1141,Artes,Música,2017,Egresado,2.11,54.0,Beca: No; Sin participación registrada
934,Economía,Economía,2017,Retirado,1.27,86.54,Beca: No; Sin participación registrada
1685,Humanidades,Historia,2015,Retirado,7.77,57.23,Beca: Sí; Participa en actividades extracurriculares
824,Economía,Contaduría,2019,Egresado,3.59,50.38,Beca: No; Sin participación registrada
1215,Ingeniería,Ingeniería Ambiental,2010-2020,Retirado,2.0,99.34,Beca: No; Sin participación registrada
505,Humanidades,Historia,2022,Activo,4.79,58.56,Beca: No; Participa en actividades extracurriculares
1775,Ingeniería,Ingeniería Civil,2018,Egresado,N/A,87.28,Beca: Sí; Sin participación registrada
348,,Medicina,2010-2020,Retirado,3.06,73.12,Beca: Sí; Sin participación registrada
387,Artes,Artes Plásticas,2010,Retirado,6.0,74.45,Beca: No; Participa en actividades extracurriculares
1025,Ciencias Sociales,,2016,Activo,2.77,79.17,Beca: Sí; Sin participación registrada
895,Economía,Administración de Empresas,2011,Activo,4.47,53.73,Beca: No; Sin participación registrada
829,,Medicina,2019,Activo,4.85,56.81,Beca: No; Sin participación registrada
1893,Salud,Enfermería,2013,Retirado,4.29,,Beca: Sí; Participa en actividades extracurriculares
476,Economía,Economía,2013,Activo,7.26,86.65,Beca: No; Sin participación registrada
1471,Economía,Contaduría,2018,Retirdo,,56.2,
1448,Salud,Enfermería,2017,Retirdo,8.27,109.02830222326483,Beca: Sí; Participa en actividades extracurriculares
1582,Economía,Contaduría,2014,Activo,9.72,88.41,Beca: No; Sin participación registrada
653,Ciencias Sociales,Sociología,2017-2020,Egresado,9.52,97.45,Beca: No; Sin participación registrada
173,Economía,Administración de Empresas,2017,Egresado,5.69,79.22,Beca: Sí; Sin participación registrada
1150,Artes,Música,2022,Egresado,8.16,86.45,Beca: Sí; Sin participación registrada
39,,Contaduría,2016,Retirado,4.94,,Beca: No; Sin participación registrada
714,Humanidades,Literatura,2016,Activo,8.88,58.1,Beca: No; Sin participación registrada
91,Economía,Contaduría,2018,Retirado,2.07,,Beca: No; Participa en actividades extracurriculares
1937,Humanidades,Filosofía,2013,Activo,6.24,88.29,Beca: No; Sin participación registrada
1206,Humanidades,Historia,2018,Egresado,1.56,71.71,Beca: No; Participa en actividades extracurriculares
876,Artes,Música,2012,Retirado,1.25,64.05,Beca: No; Participa en actividades extracurriculares
1352,Salud,Enfermería,2019-2020,actvo,9.75,66.52,Beca: No; Sin participación registrada
1890,Salud,Nutrición,2012,Retirado,N/A,71.69,Beca: Sí; Sin participación registrada
1094,Humanidades,Filosofía,2022,Egresado,5.04,50.54,Beca: No; Participa en actividades extracurriculares
1156,Artes,Diseño,2010,Egresado,4.55,91.97,Beca: Sí; Sin participación registrada
1782,Artes,Artes Plásticas,2012,Egresado,5.5,73.09,Beca: Sí; Sin participación registrada
1959,Humanidades,Filosofía,2019,Retirado,7.57,68.85,Beca: No; Sin participación registrada
500,Humanidades,Filosofía,2019,Activo,7.68,59.64,Beca: Sí; Participa en actividades extracurriculares
339,Economía,Contaduría,2010,Egresado,3.16,88.28,Beca: No; Sin participación registrada
1189,Ciencias Sociales,Psicología,2016,Retirado,7.29,75.1,Beca: Sí; Sin participación registrada
29,Artes,Artes Plásticas,2013,Activo,3.15,55.72,Beca: No; Sin participación registrada
1218,Ingeniería,Ingeniería de Software,2013,Activo,9.51,65.93,Beca: No; Sin participación registrada
1400,Ingeniería,Ingeniería Civil,2019,Egresado,1.2,,Beca: Sí; Sin participación registrada
1821,Artes,,2010,Egresado,4.15,-9.03267010969276,Beca: Sí; Sin participación registrada
